continent,location,date,new_vaccinations,population,current_vax,f0_
North America,Grenada,2021-03-15,182,113015,182,0.16104056983586248
North America,Grenada,2021-04-09,161,113015,343,0.30349953545989472
North America,Grenada,2021-04-23,694,113015,1037,0.91757731274609566
North America,Guatemala,2021-03-12,8587,18249868,8587,0.047052395118693462
North America,Guatemala,2021-03-13,2356,18249868,10943,0.059962077533930659
North America,Guatemala,2021-03-14,3327,18249868,14270,0.078192346377519
North America,Guatemala,2021-03-15,8113,18249868,22383,0.12264746243644063
North America,Guatemala,2021-03-16,5800,18249868,28183,0.1544285142226782
North America,Guatemala,2021-03-17,6930,18249868,35113,0.19240139161554484
North America,Guatemala,2021-03-18,5122,18249868,40235,0.22046734803780496
North America,Guatemala,2021-03-19,6217,18249868,46452,0.25453334785763926
North America,Guatemala,2021-03-20,2453,18249868,48905,0.26797454096654288
North America,Guatemala,2021-03-21,414,18249868,49319,0.2702430505250778
North America,Guatemala,2021-03-22,3139,18249868,52458,0.28744317493145705
North America,Guatemala,2021-03-23,5945,18249868,58403,0.32001875301235055
North America,Guatemala,2021-03-24,4726,18249868,63129,0.34591483072644691
North America,Guatemala,2021-03-25,5618,18249868,68747,0.37669861502559909
North America,Guatemala,2021-03-26,3224,18249868,71971,0.39436449622539732
North America,Guatemala,2021-03-27,1683,18249868,73654,0.40358648073509351
North America,Guatemala,2021-03-28,671,18249868,74325,0.40726321965726
North America,Guatemala,2021-03-29,4648,18249868,78973,0.43273189701974835
North America,Guatemala,2021-03-30,5999,18249868,84972,0.46560336765175508
North America,Guatemala,2021-03-31,3246,18249868,88218,0.48338979766867352
North America,Guatemala,2021-04-01,2273,18249868,90491,0.4958446822738663
North America,Guatemala,2021-04-02,2313,18249868,92804,0.50851874654655038
North America,Guatemala,2021-04-03,1760,18249868,94564,0.51816265191616728
North America,Guatemala,2021-04-04,1710,18249868,96274,0.52753258270142012
North America,Guatemala,2021-04-05,3337,18249868,99611,0.54581764646188125
North America,Guatemala,2021-04-06,3915,18249868,103526,0.56726985641759164
North America,Guatemala,2021-04-07,4472,18249868,107998,0.59177414324311828
North America,Guatemala,2021-04-08,4666,18249868,112664,0.61734145145597763
North America,Guatemala,2021-04-09,5105,18249868,117769,0.645314256519554
North America,Guatemala,2021-04-10,1294,18249868,119063,0.65240471876289741
North America,Guatemala,2021-04-11,480,18249868,119543,0.65503487477279287
North America,Guatemala,2021-04-12,3998,18249868,123541,0.6769418825385477
North America,Guatemala,2021-04-13,4126,18249868,127667,0.69955026524027464
North America,Guatemala,2021-04-14,3284,18249868,130951,0.71754491594130987
North America,Guatemala,2021-04-15,3658,18249868,134609,0.73758889653338866
North America,Guatemala,2021-04-16,3189,18249868,137798,0.75506299552413192
North America,Guatemala,2021-04-17,54,18249868,137852,0.75535888807524532
North America,Guatemala,2021-04-18,1,18249868,137853,0.75536436756693259
North America,Guatemala,2021-04-19,1118,18249868,138971,0.76149043927331417
North America,Guatemala,2021-04-20,1452,18249868,140423,0.76944666120324812
North America,Guatemala,2021-04-21,1740,18249868,142163,0.77898097673911937
North America,Guatemala,2021-04-22,1328,18249868,143491,0.78625774169983031
North America,Guatemala,2021-04-23,1833,18249868,145324,0.79630164996261887
North America,Guatemala,2021-04-27,1238,18249868,146562,0.80308526067147445
North America,Guatemala,2021-04-28,920,18249868,147482,0.80812639302377431
North America,Guatemala,2021-04-29,1742,18249868,149224,0.81767166754302
North America,Guatemala,2021-04-30,724,18249868,149948,0.82163881952461248
North America,Guatemala,2021-05-01,434,18249868,150382,0.82401691891689288
North America,Guatemala,2021-05-02,428,18249868,150810,0.82636214135905
North America,Guatemala,2021-05-03,795,18249868,151605,0.83071833725043931
North America,Guatemala,2021-05-04,3612,18249868,155217,0.85051026122490314
North America,Guatemala,2021-05-05,6230,18249868,161447,0.884647494436672
North America,Guatemala,2021-05-06,8796,18249868,170243,0.93284510331800752
North America,Guatemala,2021-05-07,13200,18249868,183443,1.0051743935901345
North America,Guatemala,2021-05-08,2623,18249868,186066,1.019547100285876
North America,Guatemala,2021-05-11,15601,18249868,201667,1.1050326500991678
North America,Guatemala,2021-05-12,12823,18249868,214490,1.1752961720051893
North America,Guatemala,2021-05-13,13996,18249868,228486,1.2519871376603928
North America,Guatemala,2021-05-14,14666,18249868,243152,1.3323493627460758
North America,Guatemala,2021-05-15,2409,18249868,245561,1.3455494582207388
North America,Guatemala,2021-05-16,3059,18249868,248620,1.3623112232921355
North America,Guatemala,2021-05-17,13741,18249868,262361,1.4376049185670823
North America,Guatemala,2021-05-18,14656,18249868,277017,1.5179123487358921
North America,Guatemala,2021-05-19,15421,18249868,292438,1.6024115900454734
North America,Guatemala,2021-05-20,13636,18249868,306074,1.6771299386932552
North America,Guatemala,2021-05-21,13062,18249868,319136,1.7487030591125372
North America,Guatemala,2021-05-22,1693,18249868,320829,1.7579798385391059
North America,Guatemala,2021-05-23,830,18249868,321659,1.7625278166395506
North America,Guatemala,2021-05-24,10459,18249868,332118,1.8198378201968364
North America,Guatemala,2021-05-25,46132,18249868,378250,2.0726177307145455
North America,Guatemala,2021-05-26,20427,18249868,398677,2.1845473074106616
North America,Guatemala,2021-05-27,22141,18249868,420818,2.30586873285878
North America,Guatemala,2021-05-28,26653,18249868,447471,2.4519136247999165
North America,Guatemala,2021-05-29,6251,18249868,453722,2.4861659273371179
North America,Guatemala,2021-05-30,3125,18249868,456847,2.5032893388598754
North America,Guatemala,2021-05-31,26111,18249868,482958,2.6463643463065045
North America,Guatemala,2021-06-01,26704,18249868,509662,2.7926886923236927
North America,Guatemala,2021-06-02,21032,18249868,530694,2.9079333614906147
North America,Guatemala,2021-06-03,18210,18249868,548904,3.0077149051160261
North America,Guatemala,2021-06-04,14594,18249868,563498,3.0876826068002248
North America,Guatemala,2021-06-05,810,18249868,564308,3.0921209950669231
North America,Guatemala,2021-06-06,1268,18249868,565576,3.0990689905263973
North America,Guatemala,2021-06-07,10831,18249868,576407,3.1584173649913527
North America,Guatemala,2021-06-08,12322,18249868,588729,3.2259356615620454
North America,Guatemala,2021-06-09,12981,18249868,601710,3.2970649431546573
North America,Guatemala,2021-06-10,14347,18249868,616057,3.375679210392097
North America,Guatemala,2021-06-11,14309,18249868,630366,3.45408525694542
North America,Guatemala,2021-06-12,3074,18249868,633440,3.4709292143921258
North America,Guatemala,2021-06-13,2322,18249868,635762,3.4836525940899956
North America,Guatemala,2021-06-14,16708,18249868,652470,3.5752039412011092
North America,Guatemala,2021-06-15,28347,18249868,680817,3.7305310920605015
North America,Guatemala,2021-06-16,33224,18249868,714041,3.9125817238787697
North America,Guatemala,2021-06-17,30067,18249868,744108,4.077333600440288
North America,Guatemala,2021-06-18,30195,18249868,774303,4.2427868519377787
North America,Guatemala,2021-06-19,3169,18249868,777472,4.2601513610947759
North America,Guatemala,2021-06-20,4524,18249868,781996,4.2849405814880415
North America,Guatemala,2021-06-21,23361,18249868,805357,4.412946986794644
North America,Guatemala,2021-06-22,23100,18249868,828457,4.5395232447708667
North America,Guatemala,2021-06-23,20831,18249868,849288,4.6536665361086449
North America,Guatemala,2021-06-24,19800,18249868,869088,4.7621604715168351
North America,Guatemala,2021-06-25,17677,18249868,886765,4.8590214460729255
North America,Guatemala,2021-06-26,2168,18249868,888933,4.8709009840509534
North America,Guatemala,2021-06-27,2345,18249868,891278,4.88375039205763
North America,Guatemala,2021-06-28,2827,18249868,894105,4.8992409150575771
North America,Guatemala,2021-06-29,12618,18249868,906723,4.9683811411677059
North America,Guatemala,2021-06-30,10873,18249868,917596,5.027959654283527
North America,Guatemala,2021-07-01,9008,18249868,926604,5.0773189154025662
North America,Guatemala,2021-07-04,1449,18249868,928053,5.0852586988574382
North America,Guatemala,2021-07-05,10072,18249868,938125,5.1404481391317463
North America,Guatemala,2021-07-06,12228,18249868,950353,5.2074513634838349
North America,Guatemala,2021-07-07,10476,18249868,960829,5.2648545183998046
North America,Guatemala,2021-07-08,11685,18249868,972514,5.3288823787656989
North America,Guatemala,2021-07-09,13755,18249868,986269,5.4042527869242667
North America,Guatemala,2021-07-12,17085,18249868,1003354,5.4978699024014857
North America,Guatemala,2021-07-13,41521,18249868,1044875,5.7253838767491354
North America,Guatemala,2021-07-14,53561,18249868,1098436,6.0188709310116657
North America,Guatemala,2021-07-15,55687,18249868,1154123,6.3240073846013569
North America,Guatemala,2021-07-16,57000,18249868,1211123,6.6363384107764505
North America,Guatemala,2021-07-17,15661,18249868,1226784,6.7221527300909782
North America,Guatemala,2021-07-18,13972,18249868,1240756,6.7987121879456875
North America,Guatemala,2021-07-21,65924,18249868,1306680,7.1599421979380891
North America,Guatemala,2021-07-22,68942,18249868,1375622,7.5377093138427078
North America,Guatemala,2021-07-23,132785,18249868,1508407,8.2653036175384944
North America,Guatemala,2021-07-24,36198,18249868,1544605,8.46365025763474
North America,Guatemala,2021-07-25,26213,18249868,1570818,8.6072841732334719
North America,Guatemala,2021-07-26,71693,18249868,1642511,9.0001253707698048
North America,Guatemala,2021-07-27,78652,18249868,1721163,9.4310983509579351
North America,Guatemala,2021-07-28,72917,18249868,1794080,9.830646446319502
North America,Guatemala,2021-07-29,78718,18249868,1872798,10.261981072958994
North America,Guatemala,2021-07-30,79287,18249868,1952085,10.696433530368548
North America,Guatemala,2021-07-31,51902,18249868,2003987,10.980830107921877
North America,Guatemala,2021-08-01,48227,18249868,2052214,11.245089553524441
North America,Guatemala,2021-08-02,77674,18249868,2129888,11.670703590842409
North America,Guatemala,2021-08-03,90545,18249868,2220433,12.16684416566739
North America,Guatemala,2021-08-04,98640,18249868,2319073,12.707341225700919
North America,Guatemala,2021-08-05,82214,18249868,2401287,13.15783215527915
North America,Guatemala,2021-08-06,74430,18249868,2475717,13.565670721563574
North America,Guatemala,2021-08-07,41207,18249868,2516924,13.791464135521419
North America,Guatemala,2021-08-08,25854,18249868,2542778,13.933130913604415
North America,Guatemala,2021-08-09,78576,18249868,2621354,14.363687452424315
North America,Guatemala,2021-08-10,89849,18249868,2711203,14.856014301034945
North America,Guatemala,2021-08-13,111221,18249868,2822424,15.465448845986174
North America,Guatemala,2021-08-14,44833,18249868,2867257,15.711110896802102
North America,Guatemala,2021-08-15,26789,18249868,2894046,15.85790099961271
North America,Guatemala,2021-08-16,66575,18249868,2960621,16.222698158693532
North America,Guatemala,2021-08-17,108158,18249868,3068779,16.815349020606615
North America,Guatemala,2021-08-18,104436,18249868,3173215,17.387605214459633
North America,Guatemala,2021-08-19,107349,18249868,3280564,17.975823167597703
North America,Guatemala,2021-08-20,111293,18249868,3391857,18.58565223595042
North America,Guatemala,2021-08-21,43844,18249868,3435701,18.825895069487625
North America,Guatemala,2021-08-22,33382,18249868,3469083,19.008811460992487
North America,Guatemala,2021-08-23,95387,18249868,3564470,19.531483734567285
North America,Guatemala,2021-08-24,108289,18249868,3672759,20.124852409891403
North America,Guatemala,2021-08-25,96856,18249868,3769615,20.655574056754823
North America,Guatemala,2021-08-26,99233,18249868,3868848,21.199320455358912
North America,Guatemala,2021-08-27,108868,18249868,3977716,21.795861756369963
North America,Guatemala,2021-08-28,50404,18249868,4028120,22.072050055375744
North America,Guatemala,2021-08-29,33177,18249868,4061297,22.253843151084709
North America,Guatemala,2021-08-30,91680,18249868,4152977,22.756202948974753
North America,Guatemala,2021-08-31,98970,18249868,4251947,23.298508241265086
North America,Guatemala,2021-09-01,92358,18249868,4344305,23.80458313451911
North America,Guatemala,2021-09-02,87128,18249868,4431433,24.282000286248646
North America,Guatemala,2021-09-03,72821,18249868,4504254,24.681022350408234
North America,Guatemala,2021-09-04,45979,18249868,4550233,24.932963898697789
North America,Guatemala,2021-09-05,32142,18249868,4582375,25.109085720510414
North America,Guatemala,2021-09-10,121099,18249868,4703474,25.772646684348622
North America,Guatemala,2021-09-11,69366,18249868,4772840,26.152737104728647
North America,Guatemala,2021-09-12,64700,18249868,4837540,26.507260216895816
North America,Guatemala,2021-09-13,111567,18249868,4949107,27.118590665970842
North America,Guatemala,2021-09-14,111942,18249868,5061049,27.731975924428603
North America,Guatemala,2021-09-15,49921,18249868,5110970,28.005517628949427
North America,Guatemala,2021-09-16,101416,18249868,5212386,28.56122575790685
North America,Guatemala,2021-09-17,106100,18249868,5318486,29.142599825927505
North America,Guatemala,2021-09-18,47775,18249868,5366261,29.404382541287422
North America,Guatemala,2021-09-19,30657,18249868,5396918,29.572367317944437
North America,Guatemala,2021-09-20,94809,18249868,5491727,30.091872445323986
North America,Guatemala,2021-09-21,92463,18249868,5584190,30.598522685205175
North America,Guatemala,2021-09-22,88047,18249868,5672237,31.080975489795325
North America,Guatemala,2021-09-23,87674,18249868,5759911,31.561384443986118
North America,Guatemala,2021-09-24,96263,18249868,5856174,32.088856752278978
North America,Guatemala,2021-09-25,45074,18249868,5901248,32.335839360591542
North America,Guatemala,2021-09-26,29757,18249868,5931005,32.49889259473
North America,Guatemala,2021-09-27,74792,18249868,6005797,32.908714737005226
North America,Guatemala,2021-09-28,76554,18249868,6082351,33.328191743633433
North America,Guatemala,2021-09-29,69849,18249868,6152200,33.710928758498412
North America,Guatemala,2021-09-30,73774,18249868,6225974,34.115172778235987
North America,Guatemala,2021-10-01,80058,18249868,6306032,34.553849923736436
North America,Guatemala,2021-10-02,42718,18249868,6348750,34.787922849633759
North America,Guatemala,2021-10-03,32834,18249868,6381584,34.967836479693993
North America,Guatemala,2021-10-04,80044,18249868,6461628,35.406436912310816
North America,Guatemala,2021-10-05,89281,18249868,6550909,35.895651409643072
North America,Guatemala,2021-10-06,89566,18249868,6640475,36.386427562106206
North America,Guatemala,2021-10-07,86442,18249868,6726917,36.860085782538263
North America,Guatemala,2021-10-08,94919,18249868,6821836,37.380193654003413
North America,Guatemala,2021-10-09,45014,18249868,6866850,37.62684749281474
North America,Guatemala,2021-10-10,31948,18249868,6898798,37.801906293240037
North America,Guatemala,2021-10-11,77944,18249868,6976742,38.228999793313569
North America,Guatemala,2021-10-12,81352,18249868,7058094,38.674767401057366
North America,Guatemala,2021-10-13,71289,18249868,7129383,39.065394883952038
North America,Guatemala,2021-10-14,63018,18249868,7192401,39.410701491101193
North America,Guatemala,2021-10-15,66403,18249868,7258804,39.7745561776118
North America,Guatemala,2021-10-16,25998,18249868,7284802,39.917012002497771
North America,Guatemala,2021-10-17,18326,18249868,7303128,40.017429167158909
North America,Guatemala,2021-10-18,58401,18249868,7361529,40.337436961187883
North America,Guatemala,2021-10-19,53676,18249868,7415205,40.631554156994447
North America,Guatemala,2021-10-20,26018,18249868,7441223,40.774119571714159
North America,Guatemala,2021-10-21,51146,18249868,7492369,41.054373653551906
North America,Guatemala,2021-10-22,51192,18249868,7543561,41.334879792007264
North America,Guatemala,2021-10-23,21371,18249868,7564932,41.451982008856177
North America,Guatemala,2021-10-24,12843,18249868,7577775,41.52235512059594
North America,Guatemala,2021-10-25,47113,18249868,7624888,41.780510412458874
North America,Guatemala,2021-10-26,46522,18249868,7671410,42.035427324734627
North America,Guatemala,2021-10-27,46336,18249868,7717746,42.289325051556538
North America,Guatemala,2021-10-28,43790,18249868,7761536,42.529271992542633
North America,Guatemala,2021-10-29,50484,18249868,7812020,42.805898650883393
North America,Guatemala,2021-10-30,19175,18249868,7831195,42.910967903987029
North America,Guatemala,2021-10-31,13043,18249868,7844238,42.982436914064252
North America,Guatemala,2021-11-01,6086,18249868,7850324,43.015785100473053
North America,Guatemala,2021-11-02,36824,18249868,7887148,43.217561902365546
North America,Guatemala,2021-11-03,47599,18249868,7934747,43.478380227188488
North America,Guatemala,2021-11-04,47564,18249868,7982311,43.739006769802394
North America,Guatemala,2021-11-05,53643,18249868,8035954,44.032943142383274
North America,Guatemala,2021-11-06,22326,18249868,8058280,44.155278273793542
North America,Guatemala,2021-11-07,15869,18249868,8074149,44.242232327379028
North America,Guatemala,2021-11-08,58358,18249868,8132507,44.562004503265449
North America,Guatemala,2021-11-09,58956,18249868,8191463,44.885053415180863
North America,Guatemala,2021-11-10,56911,18249868,8248374,45.196896766595792
North America,Guatemala,2021-11-11,59154,18249868,8307528,45.521030617865293
North America,Guatemala,2021-11-12,64872,18249868,8372400,45.876496202602674
North America,Guatemala,2021-11-13,28162,18249868,8400562,46.030809647499915
North America,Guatemala,2021-11-14,21937,18249868,8422499,46.151013256643829
North America,Guatemala,2021-11-15,61839,18249868,8484338,46.489859543093679
North America,Guatemala,2021-11-16,56578,18249868,8540916,46.799878223776744
North America,Guatemala,2021-11-17,61194,18249868,8602110,47.1351902380883
North America,Guatemala,2021-11-18,52388,18249868,8654498,47.422249848601645
North America,Guatemala,2021-11-19,63469,18249868,8717967,47.770027706501764
North America,Guatemala,2021-11-20,42165,18249868,8760132,48.001070473496029
North America,Guatemala,2021-11-21,38944,18249868,8799076,48.214463797765546
North America,Guatemala,2021-11-22,68888,18249868,8867964,48.591935021119056
North America,Guatemala,2021-11-23,72811,18249868,8940775,48.990902290361774
North America,Guatemala,2021-11-24,74159,18249868,9014934,49.39725591439894
North America,Guatemala,2021-11-25,72684,18249868,9087618,49.79552728819737
North America,Guatemala,2021-11-26,41284,18249868,9128902,50.021742623015143
North America,Guatemala,2021-11-27,28731,18249868,9157633,50.17917389868245
North America,Guatemala,2021-11-28,22748,18249868,9180381,50.303821375584747
North America,Guatemala,2021-11-29,68967,18249868,9249348,50.681725478781544
North America,Guatemala,2021-11-30,69490,18249868,9318838,51.062495356130796
North America,Guatemala,2021-12-01,58551,18249868,9377389,51.383325073912864
North America,Guatemala,2021-12-02,59590,18249868,9436979,51.709847983558021
North America,Guatemala,2021-12-03,55212,18249868,9492191,52.012381678596256
North America,Guatemala,2021-12-04,22744,18249868,9514935,52.1370072375318
North America,Guatemala,2021-12-05,16899,18249868,9531834,52.229605167555185
North America,Guatemala,2021-12-06,55540,18249868,9587374,52.533936135866846
North America,Guatemala,2021-12-07,59340,18249868,9646714,52.859089172590181
North America,Guatemala,2021-12-08,50860,18249868,9697574,53.137776119805359
North America,Guatemala,2021-12-09,53597,18249868,9751171,53.431460435768628
North America,Guatemala,2021-12-10,50312,18249868,9801483,53.707144621539186
North America,Guatemala,2021-12-11,19915,18249868,9821398,53.816268698491413
North America,Guatemala,2021-12-12,13448,18249868,9834846,53.889956902701982
North America,Guatemala,2021-12-13,47762,18249868,9882608,54.151668384669961
North America,Guatemala,2021-12-14,48187,18249868,9930795,54.415708650605033
North America,Guatemala,2021-12-15,52205,18249868,9983000,54.701765514139609
North America,Guatemala,2021-12-16,52371,18249868,10035371,54.988731973294271
North America,Guatemala,2021-12-17,48137,18249868,10083508,55.252498264644977
North America,Guatemala,2021-12-18,21946,18249868,10105454,55.372751189214078
North America,Guatemala,2021-12-19,18981,18249868,10124435,55.47675742093039
North America,Guatemala,2021-12-20,120605,18249868,10245040,56.137611515875072
North America,Guatemala,2021-12-21,63715,18249868,10308755,56.486737328730264
North America,Guatemala,2021-12-22,49429,18249868,10358184,56.75758312334095
North America,Guatemala,2021-12-23,23541,18249868,10381725,56.886575837151263
North America,Guatemala,2021-12-24,3078,18249868,10384803,56.903441712564714
North America,Guatemala,2021-12-25,1710,18249868,10386513,56.912811643349968
North America,Guatemala,2021-12-26,6849,18249868,10393362,56.950340681916167
North America,Guatemala,2021-12-27,50014,18249868,10443376,57.224391979163904
North America,Guatemala,2021-12-28,52424,18249868,10495800,57.511648851377991
North America,Guatemala,2021-12-29,42658,18249868,10538458,57.745393007774084
North America,Guatemala,2021-12-30,17415,18249868,10555873,57.840818355508105
North America,Guatemala,2021-12-31,2898,18249868,10558771,57.856697922417851
North America,Guatemala,2022-01-01,1102,18249868,10559873,57.862736322257234
North America,Guatemala,2022-01-02,4155,18249868,10564028,57.885503610217896
North America,Guatemala,2022-01-03,34333,18249868,10598361,58.073630998317363
North America,Guatemala,2022-01-04,44063,18249868,10642424,58.315073840534083
North America,Guatemala,2022-01-05,44477,18249868,10686901,58.558785192309337
North America,Guatemala,2022-01-06,78737,18249868,10765638,58.990223929290885
North America,Guatemala,2022-01-07,102590,18249868,10868228,59.552364981489184
North America,Guatemala,2022-01-08,62732,18249868,10930960,59.896104454015777
North America,Guatemala,2022-01-09,71243,18249868,11002203,60.286479880292831
Europe,Guernsey,2021-05-13,805,63385,805,1.2700165654334623
Europe,Guernsey,2021-05-24,1603,63385,2408,3.7990060739922691
Europe,Guernsey,2021-05-25,567,63385,2975,4.6935394809497515
Europe,Guernsey,2021-05-26,604,63385,3579,5.6464463201072812
Europe,Guernsey,2021-05-27,826,63385,4405,6.9495937524650939
Europe,Guernsey,2021-05-28,700,63385,5105,8.0539559832768
Europe,Guernsey,2021-06-02,627,63385,5732,9.0431490100181442
Europe,Guernsey,2021-06-03,673,63385,6405,10.104914411927112
Europe,Guernsey,2021-06-04,666,63385,7071,11.155636191527964
Europe,Guernsey,2021-06-08,620,63385,7691,12.133785595961189
Europe,Guernsey,2021-06-11,780,63385,8471,13.364360653151378
Europe,Guernsey,2021-06-15,463,63385,8934,14.094817385816832
Europe,Guernsey,2021-06-18,353,63385,9287,14.651731482211879
Europe,Guernsey,2021-06-22,327,63385,9614,15.167626410033918
Europe,Guernsey,2021-06-25,344,63385,9958,15.710341563461386
Europe,Guernsey,2021-06-30,410,63385,10368,16.3571822986511
Europe,Guernsey,2021-07-01,387,63385,10755,16.967736846257
Europe,Guernsey,2021-07-02,509,63385,11264,17.770765954090084
Europe,Guernsey,2021-07-06,564,63385,11828,18.660566380058373
Europe,Guernsey,2021-07-07,631,63385,12459,19.656070048118639
Europe,Guernsey,2021-07-13,444,63385,12903,20.356551234519209
Europe,Guernsey,2021-07-14,377,63385,13280,20.951329178827798
Europe,Guernsey,2021-07-15,400,63385,13680,21.582393310720203
Europe,Guernsey,2021-07-16,290,63385,13970,22.039914806342196
Europe,Guernsey,2021-07-21,235,63385,14205,22.410664983828983
Europe,Guernsey,2021-07-22,237,63385,14442,22.78457048197523
Europe,Guernsey,2021-07-23,234,63385,14676,23.153742999132287
Europe,Guernsey,2021-07-27,213,63385,14889,23.489784649364992
Europe,Guernsey,2021-07-28,288,63385,15177,23.944150824327522
Africa,Guinea,2021-04-16,3272,13497237,3272,0.024241998566076894
Africa,Guinea,2021-04-20,1791,13497237,5063,0.0375113810330218
Africa,Guinea,2021-04-21,1816,13497237,6879,0.050965986594145155
Africa,Guinea,2021-04-22,8388,13497237,15267,0.11311203915290219
Africa,Guinea,2021-04-25,79,13497237,15346,0.11369734413050611
Africa,Guinea,2021-04-26,2916,13497237,18262,0.13530176583548173
Africa,Guinea,2021-04-27,3114,13497237,21376,0.15837315444635075
Africa,Guinea,2021-04-28,3156,13497237,24532,0.18175571785543959
Africa,Guinea,2021-04-29,2684,13497237,27216,0.2016412692464391
Africa,Guinea,2021-04-30,2240,13497237,29456,0.21823725848482914
Africa,Guinea,2021-05-04,1453,13497237,30909,0.22900242471848128
Africa,Guinea,2021-05-05,3583,13497237,34492,0.25554859857613821
Africa,Guinea,2021-05-06,18730,13497237,53222,0.39431774073464076
Africa,Guinea,2021-05-07,4094,13497237,57316,0.42464987463730541
Africa,Guinea,2021-05-12,1933,13497237,59249,0.43897132427918395
Africa,Guinea,2021-05-20,1861,13497237,61110,0.45275933140982855
Africa,Guinea,2021-05-24,12546,13497237,73656,0.54571168899234712
Africa,Guinea,2021-05-25,12000,13497237,85656,0.63461877419800816
Africa,Guinea,2021-05-26,16432,13497237,102088,0.75636220953962652
Africa,Guinea,2021-06-03,4598,13497237,106686,0.79042844102092891
Africa,Guinea,2021-06-08,9310,13497237,115996,0.85940552129298764
Africa,Guinea,2021-06-11,1723,13497237,117719,0.87217109694376715
Africa,Guinea,2021-06-22,50022,13497237,167741,1.2427802816235649
Africa,Guinea,2021-06-23,6377,13497237,174118,1.2900269884866065
Africa,Guinea,2021-06-24,1426,13497237,175544,1.3005921137785459
Africa,Guinea,2021-06-28,2380,13497237,177924,1.3182253523443355
Africa,Guinea,2021-06-29,27580,13497237,205504,1.522563469842013
Africa,Guinea,2021-06-30,2197,13497237,207701,1.538840875358416
Africa,Guinea,2021-07-04,128912,13497237,336613,2.4939400560277636
Africa,Guinea,2021-07-05,13515,13497237,350128,2.5940716607406391
Africa,Guinea,2021-07-13,5500,13497237,355628,2.6348207414599
Africa,Guinea,2021-07-14,4334,13497237,359962,2.6669310170666782
Africa,Guinea,2021-07-28,1318,13497237,361280,2.6766959785917668
Africa,Guinea,2021-08-09,6815,13497237,368095,2.727187794064815
Africa,Guinea,2021-08-10,5522,13497237,373617,2.7680998711069531
Africa,Guinea,2021-08-11,8416,13497237,382033,2.8304533735311903
Africa,Guinea,2021-08-12,5938,13497237,387971,2.8744475628604582
Africa,Guinea,2021-08-16,2617,13497237,390588,2.893836716359059
Africa,Guinea,2021-08-17,8368,13497237,398956,2.9558345904424734
Africa,Guinea,2021-08-18,9072,13497237,408028,3.0230483468579532
Africa,Guinea,2021-08-19,55524,13497237,463552,3.4344214301045466
Africa,Guinea,2021-08-23,6589,13497237,470141,3.4832388288062219
Africa,Guinea,2021-08-30,69799,13497237,539940,4.0003742988287154
Africa,Guinea,2021-08-31,24265,13497237,564205,4.1801518340383295
Africa,Guinea,2021-09-09,20296,13497237,584501,4.33052335081617
Africa,Guinea,2021-09-20,26318,13497237,610819,4.5255114065197191
Africa,Guinea,2021-09-21,83562,13497237,694381,5.14461589434934
Africa,Guinea,2021-09-24,18963,13497237,713344,5.2851113157455858
Africa,Guinea,2021-10-13,57128,13497237,770472,5.7083683127146694
Africa,Guinea,2021-10-14,27737,13497237,798209,5.9138696312437871
Africa,Guinea,2021-10-27,24778,13497237,822987,6.0974479443459426
Africa,Guinea,2021-11-01,16134,13497237,839121,6.2169835204049537
Africa,Guinea,2021-11-24,869,13497237,839990,6.2234218751585972
Africa,Guinea,2021-11-25,9909,13497237,849899,6.2968369007671718
Africa,Guinea,2021-11-26,3808,13497237,853707,6.3250500824724343
Africa,Guinea,2021-12-12,2619,13497237,856326,6.34445405381857
Africa,Guinea,2021-12-21,22108,13497237,878434,6.5082505404624662
Africa,Guinea,2021-12-24,38189,13497237,916623,6.7911899302057153
Africa,Guinea,2021-12-25,30539,13497237,947162,7.0174510531303556
Africa,Guinea,2021-12-26,34136,13497237,981298,7.2703620748453917
Africa,Guinea,2021-12-29,41686,13497237,1022984,7.5792104710023249
Africa,Guinea,2021-12-30,34834,13497237,1057818,7.8372929215068234
Africa,Guinea,2021-12-31,22515,13497237,1080333,8.0041048401239454
Africa,Guinea,2022-01-01,298940,13497237,1379273,10.218928511072303
Africa,Guinea,2022-01-02,13041,13497237,1392314,10.315548285919556
Africa,Guinea,2022-01-03,70757,13497237,1463071,10.839781504910968
Africa,Guinea,2022-01-04,38220,13497237,1501291,11.122950571290998
Africa,Guinea,2022-01-05,36086,13497237,1537377,11.390308994351955
Africa,Guinea-Bissau,2021-11-16,1658,2015490,1658,0.082262874040555892
South America,Guyana,2021-06-30,1866,790329,1866,0.236104204704623
South America,Guyana,2021-07-01,2580,790329,4446,0.56255053275281564
South America,Guyana,2021-07-02,2160,790329,6606,0.83585443530479075
South America,Guyana,2021-07-23,1115,790329,7721,0.9769349220387965
South America,Guyana,2021-07-29,6379,790329,14100,1.784067141658727
South America,Guyana,2021-07-30,0,790329,14100,1.784067141658727
South America,Guyana,2021-08-04,2391,790329,16491,2.0865993782336214
South America,Guyana,2021-08-13,3506,790329,19997,2.5302121015425221
South America,Guyana,2021-08-26,4763,790329,24760,3.1328725125865304
South America,Guyana,2021-08-27,2755,790329,27515,3.4814615179248136
South America,Guyana,2021-08-31,2303,790329,29818,3.7728591510624057
South America,Guyana,2021-09-08,3425,790329,33243,4.2062229780256066
South America,Guyana,2021-09-09,6844,790329,40087,5.0721914544449209
South America,Guyana,2021-10-06,4365,790329,44452,5.6244930908520372
