continent,location,date,new_vaccinations,population,current_vax,f0_
Asia,Afghanistan,2021-05-27,2859,39835428,2859,0.0071770284481442
Asia,Afghanistan,2021-06-03,4015,39835428,6874,0.017255996345765384
Europe,Albania,2021-01-13,60,2872934,60,0.002088457305319231
Europe,Albania,2021-01-14,78,2872934,138,0.0048034518022342316
Europe,Albania,2021-01-15,42,2872934,180,0.0062653719159576939
Europe,Albania,2021-01-16,61,2872934,241,0.0083886368430322461
Europe,Albania,2021-01-17,36,2872934,277,0.0096417112262237835
Europe,Albania,2021-01-18,42,2872934,319,0.011103631339947245
Europe,Albania,2021-01-19,36,2872934,355,0.012356705723138784
Europe,Albania,2021-01-20,36,2872934,391,0.013609780106330323
Europe,Albania,2021-01-21,30,2872934,421,0.014654008758989938
Europe,Albania,2021-02-18,1348,2872934,1769,0.061574682885162
Europe,Albania,2021-02-19,1128,2872934,2897,0.10083768022516354
Europe,Albania,2021-03-23,3461,2872934,6358,0.22130685912032785
Europe,Albania,2021-03-24,2302,2872934,8660,0.30143400440107565
Europe,Albania,2021-03-25,5356,2872934,14016,0.48786362652257237
Europe,Albania,2021-03-26,2900,2872934,16916,0.58880572961300193
Europe,Albania,2021-03-27,1827,2872934,18743,0.6523992545599725
Europe,Albania,2021-03-28,13925,2872934,32668,1.1370953875028107
Europe,Albania,2021-03-31,19525,2872934,52193,1.8167142022754439
Europe,Albania,2021-04-01,16617,2872934,68810,2.395112452983605
Europe,Albania,2021-04-02,17023,2872934,85833,2.9876425981244261
Europe,Albania,2021-04-03,13010,2872934,98843,3.4404897571611461
Europe,Albania,2021-04-04,7386,2872934,106229,3.6975788514459436
Europe,Albania,2021-04-05,13826,2872934,120055,4.178829029835005
Europe,Albania,2021-04-06,14880,2872934,134935,4.6967664415541739
Europe,Albania,2021-04-07,10791,2872934,145726,5.0723754879158385
Europe,Albania,2021-04-08,10163,2872934,155889,5.4261253478151605
Europe,Albania,2021-04-09,8134,2872934,164023,5.7092505431729377
Europe,Albania,2021-04-10,6134,2872934,170157,5.9227604950200732
Europe,Albania,2021-04-13,13685,2872934,183842,6.3991027987416347
Europe,Albania,2021-04-16,10134,2872934,193976,6.7518432376100526
Europe,Albania,2021-04-17,10218,2872934,204194,7.107507516705919
Europe,Albania,2021-04-18,8065,2872934,212259,7.3882309861625775
Europe,Albania,2021-04-19,13029,2872934,225288,7.8417394900126487
Europe,Albania,2021-04-20,4066,2872934,229354,7.9832672800697821
Europe,Albania,2021-04-21,22075,2872934,251429,8.7516455303184824
Europe,Albania,2021-04-22,10923,2872934,262352,9.1318491827518482
Europe,Albania,2021-04-23,8353,2872934,270705,9.4225972472740409
Europe,Albania,2021-04-24,8713,2872934,279418,9.7258760556281487
Europe,Albania,2021-04-27,8236,2872934,287654,10.012551628404969
Europe,Albania,2021-04-28,16773,2872934,304427,10.596379868106959
Europe,Albania,2021-04-29,19620,2872934,324047,11.279305406946348
Europe,Albania,2021-04-30,23655,2872934,347702,12.102679699568455
Europe,Albania,2021-05-01,17125,2872934,364827,12.698760222128319
Europe,Albania,2021-05-04,19886,2872934,384713,13.390944588354623
Europe,Albania,2021-05-05,19197,2872934,403910,14.05914650319151
Europe,Albania,2021-05-06,15642,2872934,419552,14.603607322688234
Europe,Albania,2021-05-07,13467,2872934,433019,15.072361564867137
Europe,Albania,2021-05-08,11073,2872934,444092,15.4577863605638
Europe,Albania,2021-05-09,3234,2872934,447326,15.570354209320506
Europe,Albania,2021-05-10,12959,2872934,460285,16.021426179647705
Europe,Albania,2021-05-11,9548,2872934,469833,16.353769352167504
Europe,Albania,2021-05-12,10169,2872934,480002,16.707728057797361
Europe,Albania,2021-05-13,5662,2872934,485664,16.904808812175983
Europe,Albania,2021-05-14,14992,2872934,500656,17.426644677531751
Europe,Albania,2021-05-18,8864,2872934,509520,17.735179436770913
Europe,Albania,2021-05-19,8864,2872934,518384,18.043714196010072
Europe,Albania,2021-05-20,5932,2872934,524316,18.250193008262634
Europe,Albania,2021-05-21,5103,2872934,529419,18.427816302080032
Europe,Albania,2021-05-24,8519,2872934,537938,18.724342431813611
Europe,Albania,2021-05-27,10057,2872934,547995,19.074402683806866
Europe,Albania,2021-05-31,4257,2872934,552252,19.222578729619265
Europe,Albania,2021-06-01,3881,2872934,556133,19.357667109651665
Europe,Albania,2021-06-07,5058,2872934,561191,19.533724060490076
Europe,Albania,2021-06-08,6310,2872934,567501,19.753360153766149
Europe,Albania,2021-06-09,6564,2872934,574065,19.981837382968074
Europe,Albania,2021-06-10,6497,2872934,580562,20.207982501512394
Europe,Albania,2021-06-11,7228,2872934,587790,20.459571991559848
Europe,Albania,2021-06-12,4587,2872934,592377,20.619234552551504
Europe,Albania,2021-06-13,1562,2872934,593939,20.673604057733314
Europe,Albania,2021-06-14,6105,2872934,600044,20.886104588549546
Europe,Albania,2021-06-15,5895,2872934,605939,21.09129551879716
Europe,Albania,2021-06-16,5797,2872934,611736,21.293075302112751
Europe,Albania,2021-06-17,8401,2872934,620137,21.585494132479198
Europe,Albania,2021-06-21,9140,2872934,629277,21.903635795322828
Europe,Albania,2021-06-22,11377,2872934,640654,22.299642108033112
Europe,Albania,2021-06-23,11445,2872934,652099,22.698015339022756
Europe,Albania,2021-06-24,10012,2872934,662111,23.046509248037026
Europe,Albania,2021-06-29,12059,2872934,674170,23.466254358784433
Europe,Albania,2021-06-30,12536,2872934,686706,23.902602705109132
Europe,Albania,2021-07-01,6452,2872934,693158,24.127181480674462
Europe,Albania,2021-07-02,7013,2872934,700171,24.371287332044524
Europe,Albania,2021-07-05,5531,2872934,705702,24.563808287973202
Europe,Albania,2021-07-06,5982,2872934,711684,24.772027481313525
Europe,Albania,2021-07-07,5600,2872934,717284,24.966950163143323
Europe,Albania,2021-07-08,5634,2872934,722918,25.163056304112796
Europe,Albania,2021-07-09,5257,2872934,728175,25.346039971680518
Europe,Albania,2021-07-10,4854,2872934,733029,25.514996167680842
Europe,Albania,2021-07-11,1394,2872934,734423,25.563517992407764
Europe,Albania,2021-07-12,6432,2872934,740855,25.78740061553798
Europe,Albania,2021-07-13,6433,2872934,747288,26.011318046289961
Europe,Albania,2021-07-14,7832,2872934,755120,26.283931339877633
Europe,Albania,2021-07-15,8609,2872934,763729,26.583590155569187
Europe,Albania,2021-07-16,7934,2872934,771663,26.8597538265759
Europe,Albania,2021-07-17,7093,2872934,778756,27.106644287686386
Europe,Albania,2021-07-18,2230,2872934,780986,27.184265284200748
Europe,Albania,2021-07-21,13029,2872934,794015,27.637773788050822
Europe,Albania,2021-07-22,14332,2872934,808347,28.136636623048076
Europe,Albania,2021-07-30,11078,2872934,819425,28.522235456853519
Europe,Albania,2021-07-31,8086,2872934,827511,28.803689886367039
Europe,Albania,2021-08-01,4154,2872934,831665,28.948280747138639
Europe,Albania,2021-08-02,9674,2872934,841339,29.285009679999614
Europe,Albania,2021-08-03,8879,2872934,850218,29.594066553565103
Europe,Albania,2021-08-04,7765,2872934,857983,29.864347736495166
Europe,Albania,2021-08-05,8631,2872934,866614,30.164772319865335
Europe,Albania,2021-08-16,9556,2872934,876170,30.497393953359182
Europe,Albania,2021-08-17,9585,2872934,885755,30.831025007883927
Europe,Albania,2021-08-22,3414,2872934,889169,30.949858228556593
Europe,Albania,2021-08-23,9950,2872934,899119,31.296194065022032
Europe,Albania,2021-08-24,9677,2872934,908796,31.633027420748267
Europe,Albania,2021-08-25,9263,2872934,918059,31.9554504210678
Europe,Albania,2021-08-26,10254,2872934,928313,32.312367774546857
Europe,Albania,2021-08-27,12070,2872934,940383,32.732495769133571
Europe,Albania,2021-08-30,13284,2872934,953667,33.194880216531253
Europe,Albania,2021-08-31,14268,2872934,967935,33.691515363736166
Europe,Albania,2021-09-01,12934,2872934,980869,34.141717143519486
Europe,Albania,2021-09-02,14648,2872934,995517,34.651579186991412
Europe,Albania,2021-09-07,14394,2872934,1009911,35.1526000945375
Europe,Albania,2021-09-08,13687,2872934,1023598,35.629012013502567
Europe,Albania,2021-09-09,12089,2872934,1035687,36.049801352902641
Europe,Albania,2021-09-10,10173,2872934,1045860,36.40389928901952
Europe,Albania,2021-09-11,8621,2872934,1054481,36.703975796172131
Europe,Albania,2021-09-12,3356,2872934,1057837,36.820790174782992
Europe,Albania,2021-09-13,8605,2872934,1066442,37.120309759987521
Europe,Albania,2021-09-14,7954,2872934,1074396,37.397169583429346
Europe,Albania,2021-09-15,7525,2872934,1081921,37.659096937138131
Europe,Albania,2021-09-16,7350,2872934,1089271,37.914932957039738
Europe,Albania,2021-09-17,7253,2872934,1096524,38.167392637631075
Europe,Albania,2021-09-20,7711,2872934,1104235,38.435794208986351
Europe,Albania,2021-09-21,7995,2872934,1112230,38.714081144920144
Europe,Albania,2021-09-22,8503,2872934,1120733,39.010050352705633
Europe,Albania,2021-09-23,9551,2872934,1130284,39.342497948090696
Europe,Albania,2021-09-24,9911,2872934,1140195,39.687476287307675
Europe,Albania,2021-09-28,8863,2872934,1149058,39.995976238925088
Europe,Albania,2021-09-29,8553,2872934,1157611,40.293685827798342
Europe,Albania,2021-09-30,8824,2872934,1166435,40.600828282167292
Europe,Albania,2021-10-01,7733,2872934,1174168,40.869995621201184
Europe,Albania,2021-10-02,6934,2872934,1181102,41.111351670452578
Europe,Albania,2021-10-05,6828,2872934,1187930,41.3490181117979
Europe,Albania,2021-10-06,6551,2872934,1194481,41.577042841917013
Europe,Albania,2021-10-07,5891,2872934,1200372,41.7820945416776
Europe,Albania,2021-10-08,5608,2872934,1205980,41.97729568448144
Europe,Albania,2021-10-09,5759,2872934,1211739,42.17775277817033
Europe,Albania,2021-10-12,6634,2872934,1218373,42.408666540895126
Europe,Albania,2021-10-13,6147,2872934,1224520,42.622628991825081
Europe,Albania,2021-10-18,5805,2872934,1230325,42.82468723611472
Europe,Albania,2021-10-19,5973,2872934,1236298,43.032593160859243
Europe,Albania,2021-10-20,5981,2872934,1242279,43.240777546577817
Europe,Albania,2021-10-21,5720,2872934,1247999,43.439877143018251
Europe,Albania,2021-10-22,5607,2872934,1253606,43.635043478200338
Europe,Albania,2021-10-25,5488,2872934,1259094,43.826067706393538
Europe,Albania,2021-10-28,5611,2872934,1264705,44.021373272062633
Europe,Albania,2021-10-29,5172,2872934,1269877,44.201398291781153
Europe,Albania,2021-11-07,2472,2872934,1272349,44.287442732760304
Europe,Albania,2021-11-10,8614,2872934,1280963,44.587275586560636
Europe,Albania,2021-11-11,8258,2872934,1289221,44.874716927016074
Europe,Albania,2021-11-17,8607,2872934,1297828,45.174306127464121
Europe,Albania,2021-11-18,8205,2872934,1306033,45.459902663966524
Europe,Albania,2021-11-25,7112,2872934,1313145,45.707454469890365
Europe,Albania,2021-12-01,10758,2872934,1323903,46.0819148647341
Europe,Albania,2021-12-06,9202,2872934,1333105,46.402214600126563
Europe,Albania,2021-12-07,10133,2872934,1343238,46.754920231373227
Europe,Albania,2021-12-08,5009,2872934,1348247,46.929271608745623
Europe,Albania,2021-12-13,9944,2872934,1358191,47.275398599480532
Europe,Albania,2021-12-14,10313,2872934,1368504,47.634369602643147
Europe,Albania,2021-12-15,9865,2872934,1378369,47.977746791259392
Europe,Albania,2022-01-05,11284,2872934,1389653,48.370515995146427
Africa,Algeria,2021-01-30,30,44616626,30,6.7239508428987887e-05
Africa,Algeria,2021-11-22,23526,44616626,23556,0.052796462018441286
Africa,Algeria,2021-11-30,147230,44616626,170786,0.38278555621843746
Europe,Andorra,2021-04-05,2829,77354,2829,3.657212296713809
Europe,Andorra,2021-04-12,1973,77354,4802,6.2078237712335493
North America,Anguilla,2021-02-14,1421,15125,1421,9.39504132231405
North America,Antigua and Barbuda,2021-04-17,225,98728,225,0.22789887367312212
North America,Antigua and Barbuda,2021-05-26,2221,98728,2446,2.4775139777975852
North America,Antigua and Barbuda,2021-05-27,1709,98728,4155,4.2085325338303221
North America,Antigua and Barbuda,2021-06-07,1686,98728,5841,5.91625476055425
North America,Antigua and Barbuda,2021-07-09,260,98728,6101,6.17960457013208
North America,Antigua and Barbuda,2021-07-21,114,98728,6215,6.2950733327931285
North America,Antigua and Barbuda,2021-07-22,1325,98728,7540,7.63714447775707
North America,Antigua and Barbuda,2021-07-29,135,98728,7675,7.7738838019609426
North America,Antigua and Barbuda,2021-08-31,432,98728,8107,8.2114496394133383
South America,Argentina,2021-01-21,17791,45605823,17791,0.039010369355685123
South America,Argentina,2021-01-22,13878,45605823,31669,0.069440694009622411
South America,Argentina,2021-01-23,8462,45605823,40131,0.087995342173739527
South America,Argentina,2021-01-24,3959,45605823,44090,0.0966762511883625
South America,Argentina,2021-01-25,363,45605823,44453,0.097472202179094539
South America,Argentina,2021-01-26,13494,45605823,57947,0.12706052909076981
South America,Argentina,2021-01-27,12153,45605823,70100,0.15370844201188957
South America,Argentina,2021-01-28,9966,45605823,80066,0.17556091466653284
South America,Argentina,2021-01-29,16035,45605823,96101,0.21072089851333239
South America,Argentina,2021-01-30,22350,45605823,118451,0.25972779835592485
South America,Argentina,2021-02-04,47456,45605823,165907,0.36378468600380259
South America,Argentina,2021-02-07,29769,45605823,195676,0.42905924535119122
South America,Argentina,2021-02-08,10430,45605823,206106,0.45192913194440104
South America,Argentina,2021-02-09,1596,45605823,207702,0.45542868506067746
South America,Argentina,2021-02-10,22125,45605823,229827,0.5039422268511633
South America,Argentina,2021-02-11,37625,45605823,267452,0.58644265667566176
South America,Argentina,2021-02-12,18704,45605823,286156,0.627454963371673
South America,Argentina,2021-02-13,14613,45605823,300769,0.65949692432915852
South America,Argentina,2021-02-14,3360,45605823,304129,0.666864404573951
South America,Argentina,2021-02-15,186,45605823,304315,0.66727224723035916
South America,Argentina,2021-02-16,1378,45605823,305693,0.67029379121170551
South America,Argentina,2021-02-17,1153,45605823,306846,0.67282197714094538
South America,Argentina,2021-02-18,23261,45605823,330107,0.72382642891895621
South America,Argentina,2021-02-19,33071,45605823,363178,0.79634129176881641
South America,Argentina,2021-02-20,38494,45605823,401672,0.88074718002567354
South America,Argentina,2021-02-21,13119,45605823,414791,0.909513243517171
South America,Argentina,2021-02-22,1967,45605823,416758,0.91382628924380982
South America,Argentina,2021-02-23,24381,45605823,441139,0.96728656777008493
South America,Argentina,2021-02-24,33840,45605823,474979,1.0414876188069231
South America,Argentina,2021-02-25,49377,45605823,524356,1.1497566878685646
South America,Argentina,2021-02-26,74083,45605823,598439,1.3121986637539684
South America,Argentina,2021-02-27,80980,45605823,679419,1.4897637084632811
South America,Argentina,2021-02-28,40108,45605823,719527,1.5777086184805829
South America,Argentina,2021-03-01,24166,45605823,743693,1.6306974659792897
South America,Argentina,2021-03-02,76939,45605823,820632,1.7994018000727672
South America,Argentina,2021-03-03,55184,45605823,875816,1.9204038922836675
South America,Argentina,2021-03-04,71169,45605823,946985,2.076456333218677
South America,Argentina,2021-03-05,105135,45605823,1052120,2.3069861056997043
South America,Argentina,2021-03-08,20621,45605823,1072741,2.352201822999664
South America,Argentina,2021-03-09,102258,45605823,1174999,2.5764231905210879
South America,Argentina,2021-03-10,125481,45605823,1300480,2.8515656871272776
South America,Argentina,2021-03-11,144636,45605823,1445116,3.1687093992361457
South America,Argentina,2021-03-12,179131,45605823,1624247,3.5614903824890956
South America,Argentina,2021-03-13,196533,45605823,1820780,3.9924287738432
South America,Argentina,2021-03-14,86691,45605823,1907471,4.1825163422662053
South America,Argentina,2021-03-15,22765,45605823,1930236,4.2324332136271288
South America,Argentina,2021-03-16,137168,45605823,2067404,4.5332018238109635
South America,Argentina,2021-03-17,126741,45605823,2194145,4.8111071255089506
South America,Argentina,2021-03-18,137050,45605823,2331195,5.111616996803237
South America,Argentina,2021-03-19,134211,45605823,2465406,5.4059017858311647
South America,Argentina,2021-03-20,124500,45605823,2589906,5.67889324133017
South America,Argentina,2021-03-21,55964,45605823,2645870,5.80160564145504
South America,Argentina,2021-03-22,22616,45605823,2668486,5.8511958001503448
South America,Argentina,2021-03-23,98287,45605823,2766773,6.0667099462277
South America,Argentina,2021-03-24,88202,45605823,2854975,6.2601106880584085
South America,Argentina,2021-03-25,36906,45605823,2891881,6.341034564818619
South America,Argentina,2021-03-26,108576,45605823,3000457,6.5791094264431988
South America,Argentina,2021-03-27,96045,45605823,3096502,6.7897075336191177
South America,Argentina,2021-03-28,54823,45605823,3151325,6.909918060244193
South America,Argentina,2021-03-29,20785,45605823,3172110,6.9554933807465771
South America,Argentina,2021-03-30,98498,45605823,3270608,7.1714701870416855
South America,Argentina,2021-03-31,147366,45605823,3417974,7.4945999768494476
South America,Argentina,2021-04-01,131085,45605823,3549059,7.7820303780067741
South America,Argentina,2021-04-02,100135,45605823,3649194,8.0015966382187642
South America,Argentina,2021-04-03,55744,45605823,3704938,8.1238266438037972
South America,Argentina,2021-04-04,55609,45605823,3760547,8.2457606345575662
South America,Argentina,2021-04-05,26303,45605823,3786850,8.3034352872000579
South America,Argentina,2021-04-06,143367,45605823,3930217,8.6177964598950432
South America,Argentina,2021-04-07,167644,45605823,4097861,8.985389870061109
South America,Argentina,2021-04-08,199395,45605823,4297256,9.4226037758380112
South America,Argentina,2021-04-09,184809,45605823,4482065,9.8278349236236782
South America,Argentina,2021-04-10,245445,45605823,4727510,10.366022777398404
South America,Argentina,2021-04-11,112144,45605823,4839654,10.611921201378166
South America,Argentina,2021-04-12,76388,45605823,4916042,10.779417356419597
South America,Argentina,2021-04-13,181878,45605823,5097920,11.178221693313155
South America,Argentina,2021-04-14,183041,45605823,5280961,11.579576143160491
South America,Argentina,2021-04-15,180227,45605823,5461188,11.974760328302814
South America,Argentina,2021-04-16,157870,45605823,5619058,12.320922264685368
South America,Argentina,2021-04-17,133856,45605823,5752914,12.614428644342194
South America,Argentina,2021-04-18,61940,45605823,5814854,12.750244634331015
South America,Argentina,2021-04-19,45742,45605823,5860596,12.850543229973066
South America,Argentina,2021-04-20,98587,45605823,5959183,13.066715186786565
South America,Argentina,2021-04-21,117427,45605823,6076610,13.324197657829789
South America,Argentina,2021-04-22,142870,45605823,6219480,13.637469057405236
South America,Argentina,2021-04-23,113973,45605823,6333453,13.887377934173012
South America,Argentina,2021-04-24,209868,45605823,6543321,14.347556012748635
South America,Argentina,2021-04-25,117670,45605823,6660991,14.605571310488136
South America,Argentina,2021-04-26,79755,45605823,6740746,14.780450294691535
South America,Argentina,2021-04-27,171946,45605823,6912692,15.15747671081388
South America,Argentina,2021-04-28,171336,45605823,7084028,15.533165578439403
South America,Argentina,2021-04-29,157020,45605823,7241048,15.877463717736221
South America,Argentina,2021-04-30,150207,45605823,7391255,16.20682297521525
South America,Argentina,2021-05-01,106257,45605823,7497512,16.439812959849448
South America,Argentina,2021-05-02,26432,45605823,7523944,16.497770471108481
South America,Argentina,2021-05-03,41891,45605823,7565835,16.589624969600923
South America,Argentina,2021-05-04,157218,45605823,7723053,16.934357263983593
South America,Argentina,2021-05-05,194502,45605823,7917555,17.360842276654015
South America,Argentina,2021-05-06,199548,45605823,8117103,17.798391665906347
South America,Argentina,2021-05-07,229630,45605823,8346733,18.301901930374108
South America,Argentina,2021-05-08,181056,45605823,8527789,18.698903865850639
South America,Argentina,2021-05-09,80850,45605823,8608639,18.876183859240957
South America,Argentina,2021-05-10,40162,45605823,8648801,18.964247175190767
South America,Argentina,2021-05-11,114246,45605823,8763047,19.214754659728431
South America,Argentina,2021-05-12,146940,45605823,8909987,19.53695035829087
South America,Argentina,2021-05-13,157566,45605823,9067553,19.882445713127467
South America,Argentina,2021-05-14,162853,45605823,9230406,20.239533885837339
South America,Argentina,2021-05-15,158259,45605823,9388665,20.586548783474427
South America,Argentina,2021-05-16,65160,45605823,9453825,20.729425275364509
South America,Argentina,2021-05-17,75047,45605823,9528872,20.893981016415381
South America,Argentina,2021-05-18,190538,45605823,9719410,21.311774156558911
South America,Argentina,2021-05-19,190557,45605823,9909967,21.729608958049063
South America,Argentina,2021-05-20,165596,45605823,10075563,22.092711713589733
South America,Argentina,2021-05-21,209261,45605823,10284824,22.551558821775895
South America,Argentina,2021-05-22,199877,45605823,10484701,22.98982961013553
South America,Argentina,2021-05-23,108891,45605823,10593592,23.228595173033057
South America,Argentina,2021-05-24,81918,45605823,10675510,23.408216972644041
South America,Argentina,2021-05-25,92741,45605823,10768251,23.611570390912583
South America,Argentina,2021-05-26,88857,45605823,10857108,23.806407352850535
South America,Argentina,2021-05-27,172410,45605823,11029518,24.184451182911445
South America,Argentina,2021-05-28,173257,45605823,11202775,24.564352231950732
South America,Argentina,2021-05-29,229964,45605823,11432739,25.068594859038068
South America,Argentina,2021-05-30,213204,45605823,11645943,25.536087792999592
South America,Argentina,2021-05-31,137396,45605823,11783339,25.837356339342893
South America,Argentina,2021-06-01,239781,45605823,12023120,26.363124726419258
South America,Argentina,2021-06-02,304037,45605823,12327157,27.029787402367454
South America,Argentina,2021-06-03,278080,45605823,12605237,27.63953410072218
South America,Argentina,2021-06-04,294872,45605823,12900109,28.286100658681239
South America,Argentina,2021-06-05,356454,45605823,13256563,29.067698219150657
South America,Argentina,2021-06-06,361972,45605823,13618535,29.861395111760181
South America,Argentina,2021-06-07,243671,45605823,13862206,30.395693111381849
South America,Argentina,2021-06-08,327641,45605823,14189847,31.114112336049722
South America,Argentina,2021-06-09,348929,45605823,14538776,31.879209810554237
South America,Argentina,2021-06-10,340674,45605823,14879450,32.626206526302575
South America,Argentina,2021-06-11,376815,45605823,15256265,33.452449701433963
South America,Argentina,2021-06-12,372518,45605823,15628783,34.269270834121336
South America,Argentina,2021-06-13,184161,45605823,15812944,34.673081110716936
South America,Argentina,2021-06-14,95141,45605823,15908085,34.881697014874611
South America,Argentina,2021-06-15,261726,45605823,16169811,35.455584257299776
South America,Argentina,2021-06-16,232850,45605823,16402661,35.9661550236688
South America,Argentina,2021-06-17,296009,45605823,16698670,36.615214684317834
South America,Argentina,2021-06-18,303307,45605823,17001977,37.280276687474753
South America,Argentina,2021-06-19,361186,45605823,17363163,38.072250115955583
South America,Argentina,2021-06-20,248268,45605823,17611431,38.616627968757413
South America,Argentina,2021-06-21,113510,45605823,17724941,38.865521624289073
South America,Argentina,2021-06-22,181776,45605823,17906717,39.264102305532347
South America,Argentina,2021-06-23,266109,45605823,18172826,39.84760016281254
South America,Argentina,2021-06-24,274896,45605823,18447722,40.450365296554345
South America,Argentina,2021-06-25,284128,45605823,18731850,41.073373459349696
South America,Argentina,2021-06-26,293423,45605823,19025273,41.716762791453185
South America,Argentina,2021-06-27,250237,45605823,19275510,42.265458075386562
South America,Argentina,2021-06-28,202112,45605823,19477622,42.708629553730454
South America,Argentina,2021-06-29,270117,45605823,19747739,43.300915762445513
South America,Argentina,2021-06-30,321628,45605823,20069367,44.00615026725864
South America,Argentina,2021-07-01,364396,45605823,20433763,44.805162270616187
South America,Argentina,2021-07-02,402305,45605823,20836068,45.687297431295121
South America,Argentina,2021-07-03,471399,45605823,21307467,46.720935175317415
South America,Argentina,2021-07-04,398505,45605823,21705972,47.59473806667188
South America,Argentina,2021-07-05,264199,45605823,21970171,48.174047862265304
South America,Argentina,2021-07-06,369269,45605823,22339440,48.983744904680265
South America,Argentina,2021-07-07,504015,45605823,22843455,50.08889983193594
South America,Argentina,2021-07-08,404692,45605823,23248147,50.976268973372107
South America,Argentina,2021-07-09,326276,45605823,23574423,51.69169515919053
South America,Argentina,2021-07-10,470009,45605823,24044432,52.722285046802028
South America,Argentina,2021-07-11,98528,45605823,24142960,52.938327634170747
South America,Argentina,2021-07-12,245269,45605823,24388229,53.4761295723136
South America,Argentina,2021-07-13,392093,45605823,24780322,54.335872855534262
South America,Argentina,2021-07-14,464251,45605823,25244573,55.353837162416738
South America,Argentina,2021-07-15,416284,45605823,25660857,56.266624110697435
South America,Argentina,2021-07-16,376857,45605823,26037714,57.092959379331887
South America,Argentina,2021-07-17,422563,45605823,26460277,58.019514306320055
South America,Argentina,2021-07-18,265875,45605823,26726152,58.602499071226056
South America,Argentina,2021-07-19,230421,45605823,26956573,59.107743763334788
South America,Argentina,2021-07-20,394697,45605823,27351270,59.97319684374515
South America,Argentina,2021-07-21,438923,45605823,27790193,60.9356243828776
South America,Argentina,2021-07-22,410213,45605823,28200406,61.835099434561236
South America,Argentina,2021-07-23,400916,45605823,28601322,62.714188931531837
South America,Argentina,2021-07-24,362482,45605823,28963804,63.509004102392794
South America,Argentina,2021-07-25,285466,45605823,29249270,64.13494610107135
South America,Argentina,2021-07-26,157019,45605823,29406289,64.4792420476657
South America,Argentina,2021-07-27,350138,45605823,29756427,65.24699049943689
South America,Argentina,2021-07-28,424887,45605823,30181314,66.1786412669277
South America,Argentina,2021-07-29,420529,45605823,30601843,67.1007362371248
South America,Argentina,2021-07-30,395273,45605823,30997116,67.967452314148574
South America,Argentina,2021-07-31,406924,45605823,31404040,68.859715567461635
South America,Argentina,2021-08-01,270789,45605823,31674829,69.453475272225646
South America,Argentina,2021-08-02,186604,45605823,31861433,69.8626423209159
South America,Argentina,2021-08-03,360491,45605823,32221924,70.653091821191339
South America,Argentina,2021-08-04,640050,45605823,32861974,72.056531026750676
South America,Argentina,2021-08-05,400033,45605823,33262007,72.933684367454561
South America,Argentina,2021-08-06,398193,45605823,33660200,73.806803135643449
South America,Argentina,2021-08-07,295984,45605823,33956184,74.45580797873113
South America,Argentina,2021-08-08,194784,45605823,34150968,74.882911333493524
South America,Argentina,2021-08-09,277865,45605823,34428833,75.492186600820688
South America,Argentina,2021-08-10,344985,45605823,34773818,76.248636056847388
South America,Argentina,2021-08-13,275539,45605823,35049357,76.852811098267
South America,Argentina,2021-08-14,349866,45605823,35399223,77.619963134970732
South America,Argentina,2021-08-15,253797,45605823,35653020,78.176464439639645
South America,Argentina,2021-08-16,167557,45605823,35820577,78.543867084692238
South America,Argentina,2021-08-17,132681,45605823,35953258,78.834797038965831
South America,Argentina,2021-08-18,292587,45605823,36245845,79.476353271817942
South America,Argentina,2021-08-19,454648,45605823,36700493,80.47326105703651
South America,Argentina,2021-08-20,456268,45605823,37156761,81.473721020230244
South America,Argentina,2021-08-21,438944,45605823,37595705,82.436194606114228
South America,Argentina,2021-08-22,319710,45605823,37915415,83.137223507620945
South America,Argentina,2021-08-23,229637,45605823,38145052,83.640749121005882
South America,Argentina,2021-08-24,374119,45605823,38519171,84.4610807703218
South America,Argentina,2021-08-25,443773,45605823,38962944,85.434142916355214
South America,Argentina,2021-08-26,455792,45605823,39418736,86.433559153180937
South America,Argentina,2021-08-27,447768,45605823,39866504,87.415381145517316
South America,Argentina,2021-08-28,450166,45605823,40316670,88.402461238337921
South America,Argentina,2021-08-29,320066,45605823,40636736,89.1042707419182
South America,Argentina,2021-08-30,305128,45605823,40941864,89.7733256562435
South America,Argentina,2021-08-31,330033,45605823,41271897,90.496989825180876
South America,Argentina,2021-09-01,532106,45605823,41804003,91.663739957066454
South America,Argentina,2021-09-02,429252,45605823,42233255,92.604961870768122
South America,Argentina,2021-09-03,474386,45605823,42707641,93.645149217019934
South America,Argentina,2021-09-04,352861,45605823,43060502,94.418868397572837
South America,Argentina,2021-09-05,352261,45605823,43412763,95.191271956653438
South America,Argentina,2021-09-06,266060,45605823,43678823,95.7746623715134
South America,Argentina,2021-09-07,509967,45605823,44188790,96.892868263774119
South America,Argentina,2021-09-08,346131,45605823,44534921,97.6518305568129
South America,Argentina,2021-09-09,394040,45605823,44928961,98.5158430317111
South America,Argentina,2021-09-10,381595,45605823,45310556,99.3525673245717
South America,Argentina,2021-09-11,391658,45605823,45702214,100.21135678222495
South America,Argentina,2021-09-12,203884,45605823,45906098,100.65841372931699
South America,Argentina,2021-09-13,100962,45605823,46007060,100.87979335445827
South America,Argentina,2021-09-14,247097,45605823,46254157,101.42160355268668
South America,Argentina,2021-09-15,300682,45605823,46554839,102.08090971190235
South America,Argentina,2021-09-16,393449,45605823,46948288,102.94362629965038
